hu1,hu2,hu3,hu4,hu5,hu6,hu7,etiqueta
0.15915927319144535,2.4356779782999078e-09,2.017899918390421e-09,2.7999550189792777e-14,1.2877755219158377e-25,1.2961151521855245e-18,1.6646665206535445e-25,1
0.1668566402446592,6.795221159034662e-05,1.6645486074978808e-31,8.380141265334159e-32,9.631965557992573e-63,6.189994192251773e-34,-2.277197494077324e-63,2
0.15929551275217674,4.4093007279851966e-05,5.108761039133718e-10,2.5369289506206027e-13,2.4980403478126797e-24,1.5033241956716535e-15,1.4495600325292236e-24,1
0.16689066209599232,7.429187242973892e-05,5.836277067725955e-31,8.545592483213255e-31,-2.3158112971011385e-64,6.356138685520719e-33,6.035054362932241e-61,2
0.19258765407977896,6.201401178192395e-05,0.0045627705822375835,1.928137649768285e-06,6.044199164680175e-11,4.757698441501837e-09,1.704520996752945e-10,3
0.16716386088284046,0.00017187160068406952,1.0144192803251898e-31,1.587176012447259e-30,2.834980418967209e-61,1.9507169481829186e-32,-5.702841612916642e-61,2
0.192648718622551,8.541284001661142e-05,0.004564262098638868,2.7212871320489725e-06,2.538269378081396e-10,2.076725065798945e-08,-1.65987781922773e-10,3
0.19351076808838108,0.0004235309284451535,0.004594871996592066,1.442776979023461e-05,3.71253131522967e-09,2.966842209282955e-07,-1.298276808781171e-10,3
0.19280478079993857,0.0002610128789007366,0.004528072537041723,8.661435787198337e-06,1.715215572685298e-09,1.399107715110059e-07,1.7580514460452187e-11,3
0.16672114332586127,1.9125800670563573e-05,2.2475260798231062e-14,2.4088300784780575e-15,-1.7707411172733007e-29,-1.0457882057277e-17,-7.665424439557432e-31,2
0.15939255113147038,7.479478325142093e-05,4.0074176202049635e-11,3.067369483509994e-14,3.381475184590389e-26,2.5972779044909884e-16,-3.620563254884935e-27,1
0.167228588244283,0.00019247207243297366,1.6160977178407708e-30,9.28915084990514e-31,6.994495449379229e-61,7.228159795682008e-33,-8.978562186243615e-61,2
0.19281574903983412,0.00014539647096756215,0.00457291132359021,4.75856356096586e-06,4.650880674915712e-10,3.834654709163444e-08,-5.257718343420607e-10,3
0.1591943262240943,1.1942699343031556e-05,3.9175987731388583e-10,4.307018124585265e-14,1.0781617386971293e-26,3.392136178773941e-17,-1.765903979542609e-25,1
